Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
b0436	b0436	21	21	21		1	21	21	21	45.6	45.6	45.6	48.192	432	432	0	111.6	1.2321	1.1454	5.521	33	0	Leave out requantified	4742600	2496200	2246500				41	174;175;196;450;459;462;500;537;1263;1286;1315;1316;1357;1375;1382;1452;1472;1532;1811;1837;1859	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	177;178;199;454;463;466;504;541;1273;1297;1330;1331;1372;1390;1397;1468;1488;1550;1832;1858;1880	356;357;358;359;401;402;403;404;405;406;908;921;925;926;927;928;929;983;1051;1052;1053;1054;1055;2466;2467;2468;2469;2509;2510;2583;2584;2654;2655;2680;2690;2691;2692;2693;2694;2695;2696;2831;2832;2833;2878;2879;3001;3002;3003;3577;3620;3621;3679;3680;3681;3682;3683;3684;3685;3686;3687;3688	1723;1724;1725;1726;1727;1728;1729;1730;1731;1732;1733;1734;1735;1736;1737;1738;1739;1740;1741;1742;1743;1744;1745;1746;1747;1748;1749;1750;1751;1752;1753;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;4122;4184;4185;4186;4208;4209;4210;4211;4212;4213;4214;4215;4216;4217;4218;4219;4220;4221;4222;4223;4224;4225;4226;4227;4228;4229;4230;4231;4232;4233;4234;4235;4443;4696;4697;4698;4699;4700;4701;4702;4703;4704;4705;4706;4707;4708;4709;4710;4711;4712;4713;4714;4715;4716;4717;4718;4719;4720;4721;4722;4723;4724;10460;10461;10462;10463;10464;10465;10466;10467;10468;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;10581;10582;10583;10584;10585;10586;10587;10588;10589;10590;10591;10592;10593;10594;10595;10596;10597;10598;10599;10600;10601;10602;10603;10604;10605;10912;10913;11176;11177;11178;11179;11180;11181;11250;11251;11252;11253;11254;11255;11256;11257;11258;11259;11260;11291;11292;11293;11294;11295;11296;11297;11298;11299;11300;11301;11302;11303;11304;11305;11306;11307;11308;11309;11310;11311;11312;11313;11314;11315;11835;11836;11837;11838;11839;11840;11841;11842;12080;12081;12082;12083;12563;12564;12565;12566;14992;14993;14994;14995;14996;15137;15138;15139;15140;15141;15142;15143;15144;15145;15146;15520;15521;15522;15523;15524;15525;15526;15527;15528;15529;15530;15531;15532;15533;15534;15535;15536;15537;15538;15539;15540;15541;15542;15543;15544;15545;15546;15547;15548;15549;15550;15551;15552;15553;15554;15555;15556;15557;15558;15559;15560;15561;15562;15563;15564;15565;15566;15567;15568;15569;15570;15571;15572;15573;15574;15575;15576;15577;15578;15579;15580;15581;15582;15583;15584	1727;1753;1998;4122;4185;4214;4443;4700;10471;10594;10912;10913;11180;11253;11297;11835;12083;12566;14992;15139;15539		
b0438	b0438	4	4	4		1	4	4	4	10.6	10.6	10.6	46.355	424	424	0	4.0375	0.9662	0.98374	0.71639	5	0	Leave out requantified	197470	92975	104500				42	362;533;1523;1636	True;True;True;True	366;537;1540;1655	731;1043;1044;2974;3178;3179	3304;4655;4656;4657;4658;4659;4660;4661;4662;12439;12440;13180;13181	3304;4660;12440;13181		
b0439	b0439	4	4	4		1	4	4	4	5.1	5.1	5.1	87.437	784	784	0	9.0254	NaN	NaN	NaN	1	0	Median	103920	36115	67805				43	736;845;892;1349	True;True;True;True	742;851;899;1364	1413;1626;1627;1727;2643;2644	6176;6177;7053;7054;7055;7056;7057;7058;7059;7060;7061;7062;7063;7064;7065;7613;7614;7615;11130;11131;11132;11133;11134;11135;11136;11137;11138;11139;11140;11141	6177;7061;7614;11135		
b0440	b0440	3	3	3		1	3	3	3	35.6	35.6	35.6	9.1934	90	90	0	5.6585	0.54558	0.98707	7.0087	3	0	Median	163810	109890	53914				44	438;1535;1613	True;True;True	442;1553;1632	886;3006;3137;3138	4052;12571;13067;13068;13069	4052;12571;13068		
b0441	b0441	2	2	2		1	2	2	2	3.4	3.4	3.4	68.149	623	623	0	2.7791	NaN	NaN	NaN	0	0	Median	30238	0	30238				45	1105;1541	True;True	1112;1559	2137;3012	9164;9165;12579	9165;12579		
b0469	b0469	5	5	5		1	5	5	5	40.4	40.4	40.4	19.859	183	183	0	8.725	0.73276	1.0552	5.8759	4	0	Leave out requantified	167080	93884	73194				46	366;641;1387;1578;1799	True;True;True;True;True	370;647;1402;1597;1819	738;1246;2701;3074;3555	3339;3340;5519;11333;12826;12827;12828;14880;14881	3339;5519;11333;12826;14881		
b0473	b0473	6	6	6		1	6	6	6	11.7	11.7	11.7	71.422	624	624	0	7.923	1.1206	0.76262	5.3789	5	0	Leave out requantified	168390	75755	92639				47	165;407;571;691;745;1480	True;True;True;True;True;True	168;411;575;697;751;1496	340;825;1127;1344;1431;2893	1646;1647;1648;1649;1650;3792;3793;3794;4993;4994;4995;4996;4997;4998;4999;5897;6243;12151	1649;3794;4995;5897;6243;12151		
b0474	b0474	3	3	3		1	3	3	3	18.7	18.7	18.7	23.586	214	214	0	5.0754	0.6848	1.0144	27.949	4	0	Leave out requantified	259990	153820	106170				48	879;1213;1225	True;True;True	886;1221;1233	1699;2367;2395;2396	7401;7402;7403;7404;7405;7406;7407;7408;7409;7410;7411;7412;10113;10114;10219;10220;10221;10222;10223;10224;10225;10226;10227;10228;10229;10230;10231;10232;10233;10234;10235	7411;10114;10226		
b0565	b0565	7	7	7		1	7	7	7	24.6	24.6	24.6	35.562	317	317	0	40.791	0.51568	0.78992	3.7726	11	0	Leave out requantified	1455900	949600	506320				49	768;802;1090;1278;1867;1868;1908	True;True;True;True;True;True;True	774;808;1097;1289;1888;1889;1930	1464;1465;1466;1548;2110;2111;2494;2495;2496;2497;3705;3706;3707;3708;3786;3787	6361;6362;6363;6364;6365;6366;6367;6368;6369;6370;6371;6372;6373;6374;6375;6376;6377;6378;6379;6380;6381;6382;6383;6384;6385;6386;6387;6388;6389;6390;6391;6742;6743;6744;6745;6746;6747;9078;9079;9080;9081;9082;9083;9084;9085;9086;9087;9088;9089;9090;9091;10545;10546;10547;10548;10549;10550;10551;10552;10553;10554;15631;15632;15633;15634;15635;15636;15637;15638;15639;15640;15641;15642;15643;15644;15645;15646;15647;15648;15649;15650;15651;15652;15987;15988;15989;15990;15991;15992;15993;15994	6363;6743;9086;10546;15631;15645;15992		
b0575	b0575	1	1	1		1	1	1	1	1.3	1.3	1.3	114.71	1047	1047	0	5.3484	NaN	NaN	NaN	1	0	Median	225450	142710	82741				50	1536	True	1554	3007	12572	12572		
b0578	b0578	4	4	4		1	4	4	4	18.4	18.4	18.4	23.905	217	217	0	3.5918	0.65111	0.9018	8.7197	4	0	Leave out requantified	114630	69602	45028				51	1227;1244;1455;1576	True;True;True;True	1235;1252;1471;1595	2398;2432;2838;3072	10238;10369;11849;11850;11851;12823;12824	10238;10369;11851;12824		
b0584	b0584	13	13	13		1	13	13	13	21.3	21.3	21.3	82.106	746	746	0	33.115	0.52681	0.79783	14.294	12	0	Leave out requantified	976380	651520	324860				52	93;300;427;436;620;708;913;1186;1232;1363;1364;1684;1870	True;True;True;True;True;True;True;True;True;True;True;True;True	94;304;431;440;625;714;920;1194;1240;1378;1379;1703;1891	200;622;623;624;625;861;877;1216;1365;1781;2311;2405;2664;2665;3285;3286;3710	962;963;964;965;966;967;968;969;970;971;972;973;974;975;976;2905;2906;2907;2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;3939;3940;3941;3991;3992;3993;3994;3995;3996;3997;5414;5415;5416;5960;5961;5962;5963;5964;5965;7865;7866;7867;7868;7869;7870;7871;7872;7873;9885;9886;9887;9888;9889;9890;10261;11193;11194;11195;11196;11197;11198;11199;13715;13716;13717;13718;15656;15657;15658;15659;15660;15661;15662;15663;15664	963;2908;3939;3993;5415;5964;7865;9889;10261;11194;11198;13716;15658		
b0593	b0593	4	4	4		1	4	4	4	10	10	10	42.931	391	391	0	4.6411	1.3586	1.3712	13.426	3	0	Leave out requantified	90183	40210	49973				53	526;573;1018;1193	True;True;True;True	530;577;1025;1201	1029;1131;1973;2327;2328	4586;4587;4588;5030;8488;9938;9939	4587;5030;8488;9938		
b0594	b0594	1	1	1		1	1	1	1	2.2	2.2	2.2	59.111	536	536	0	19.087	NaN	NaN	NaN	0	0	Median	73296	17164	56133				54	818	True	824	1576;1577;1578;1579	6868;6869;6870;6871;6872;6873	6872		
b0595	b0595	2	2	2		1	2	2	2	7.7	7.7	7.7	32.554	285	285	0	2.3734	NaN	NaN	NaN	1	0	Median	64133	45411	18722				55	146;1718	True;True	147;1738	302;3403	1514;14246;14247	1514;14247		
b0596	b0596	2	2	2		1	2	2	2	7.7	7.7	7.7	26.249	248	248	0	4.8865	NaN	NaN	NaN	1	0	Median	49982	38634	11348				56	1045;1124	True;True	1052;1131	2031;2172	8747;8748;8749;8750;9325;9326	8748;9325		
b0605	b0605	7	7	7		1	7	7	7	47.6	47.6	47.6	20.761	187	187	0	22.49	0.71409	1.0704	13.311	11	0	Leave out requantified	2066100	1208500	857670				57	249;275;1092;1311;1319;1880;1898	True;True;True;True;True;True;True	253;279;1099;1326;1334;1901;1919;1920	530;582;583;2114;2115;2116;2117;2118;2119;2577;2588;2589;3723;3769;3770	2542;2543;2544;2713;2714;2715;2716;2717;2718;2719;2720;2721;2722;2723;2724;2725;9100;9101;9102;9103;9104;9105;9106;9107;9108;9109;9110;9111;9112;9113;9114;9115;9116;9117;10903;10918;10919;10920;10921;10922;10923;10924;10925;10926;15702;15895;15896;15897;15898;15899;15900;15901;15902;15903;15904;15905;15906;15907;15908;15909;15910;15911;15912;15913;15914;15915;15916;15917;15918;15919;15920;15921;15922;15923;15924;15925;15926;15927;15928;15929;15930;15931;15932;15933;15934;15935	2544;2722;9116;10903;10921;15702;15913	3	96
b0606	b0606	5	5	5		1	5	5	5	12.3	12.3	12.3	56.176	521	521	0	9.3658	0.87916	0.77582	16.096	5	0	Leave out requantified	210810	109140	101680				58	204;384;456;1115;1256	True;True;True;True;True	207;388;460;1122;1266	421;786;916;2155;2450	2055;2056;2057;3625;3626;3627;4156;4157;9214;9215;9216;9217;10415	2056;3626;4156;9215;10415		
b0628	b0628	2	2	2		1	2	2	2	6.2	6.2	6.2	36.071	321	321	0	3.6965	0.85124	1.3974	5.3438	2	0	Median	55582	29265	26317				59	847;1035	True;True	853;1042	1629;2010	7069;7070;7071;7072;8667;8668	7069;8667		
b0642	b0642	7	7	7		1	7	7	7	9.9	9.9	9.9	97.233	860	860	0	44.853	2.0283	1.3961	5.5447	5	0	Leave out requantified	243920	100720	143200				60	151;952;1141;1271;1362;1365;1369	True;True;True;True;True;True;True	154;959;1148;1282;1377;1380;1384	314;315;316;317;1845;2213;2485;2663;2666;2670	1556;1557;1558;1559;1560;1561;1562;1563;1564;1565;1566;1567;1568;1569;1570;1571;1572;1573;1574;1575;8107;8108;8109;8110;8111;8112;9518;9519;10517;10518;10519;10520;10521;11191;11192;11200;11201;11202;11203;11204;11205;11214;11215;11216;11217;11218;11219;11220;11221;11222;11223	1564;8109;9519;10517;11191;11204;11216		
b0680	b0680	6	6	6		1	6	6	6	15.7	15.7	15.7	63.477	554	554	0	7.7426	0.94952	0.78432	10.416	8	0	Leave out requantified	448480	225140	223350				61	682;753;1157;1231;1555;1940	True;True;True;True;True;True	688;759;1165;1239;1574;1962	1326;1441;2254;2403;2404;3038;3039;3831;3832	5802;6274;6275;6276;9670;9671;9672;9673;10248;10249;10250;10251;10252;10253;10254;10255;10256;10257;10258;10259;10260;12718;12719;12720;12721;12722;12723;16185;16186;16187;16188;16189;16190;16191;16192;16193;16194;16195;16196	5802;6275;9670;10256;12721;16189		
b0688	b0688	3	3	3		1	3	3	3	7.3	7.3	7.3	58.36	546	546	0	2.8501	1.2166	1.0736	2.1115	2	0	Median	67150	26614	40536				62	386;812;1641	True;True;True	390;818;1660	788;1566;3188	3631;3632;3633;3634;3635;3636;6827;13225	3634;6827;13225		
b0720	b0720	5	5	5		1	5	5	5	11.9	11.9	11.9	48.014	427	427	0	6.1932	0.68205	0.68681	6.6118	5	0	Leave out requantified	253910	166150	87762				63	746;793;814;944;1270	True;True;True;True;True	752;799;820;951;1281	1432;1535;1569;1570;1830;2484	6244;6245;6706;6707;6832;6833;8065;8066;8067;8068;8069;10515;10516	6244;6707;6833;8067;10516		
b0723	b0723	1	1	1		1	1	1	1	2.4	2.4	2.4	64.421	588	588	0.0084507	1.5733	NaN	NaN	NaN	1	0	Median	34807	13820	20987				64	1084	True	1091	2100	9021;9022	9021		
b0724	b0724	2	2	2		1	2	2	2	10.5	10.5	10.5	26.77	238	238	0.0084746	1.5921	NaN	NaN	NaN	0	0	Median	27872	27872	0				65	961;1048	True;True	968;1055	1866;2035	8169;8759	8169;8759		
b0726	b0726	3	3	3		1	3	3	3	3.3	3.3	3.3	105.06	933	933	0	4.1761	NaN	NaN	NaN	1	0	Median	45497	6014.8	39482				66	552;1080;1793	True;True;True	556;1087;1813	1087;2092;3546	4848;8991;8992;14847;14848;14849;14850	4848;8991;14849		
b0727	b0727	2	2	2		1	2	2	2	4.2	4.2	4.2	44.011	405	405	0.0057637	1.6401	NaN	NaN	NaN	1	0	Median	55521	2748.8	52772				67	704;1081	True;True	710;1088	1359;1360;2093	5945;5946;5947;5948;8993	5946;8993		
b0728	b0728	5	5	5		1	5	5	5	16.8	16.8	16.8	41.392	388	388	0	15.719	1.2167	1.2299	25.94	5	0	Leave out requantified	258870	119930	138930				68	60;239;470;701;1097	True;True;True;True;True	60;243;474;707;1104	107;509;510;937;1355;2127	480;481;482;2444;2445;2446;2447;2448;2449;2450;2451;2452;4255;4256;4257;4258;4259;4260;4261;4262;5926;9138	482;2446;4261;5926;9138		
b0729	b0729	3	3	3		1	3	3	3	11.1	11.1	11.1	29.777	289	289	0	3.5705	0.98185	1.5422	7.2059	3	0	Plateau	105840	65197	40643				69	347;513;1505	True;True;True	351;517;1521	697;1000;1001;1002;2935;2936	3206;4497;4498;4499;12291;12292;12293;12294;12295	3206;4499;12292		
b0740	b0740	1	1	1		1	1	1	1	2.3	2.3	2.3	45.955	430	430	0	2.2491	NaN	NaN	NaN	1	0	Median	26750	11698	15053				70	1042	True	1049	2026	8737;8738;8739;8740	8737		
b0741	b0741	1	1	1		1	1	1	1	8.7	8.7	8.7	18.824	173	173	0	7.5399	NaN	NaN	NaN	1	0	Median	409330	298440	110890				71	1463	True	1479	2859;2860	11967;11968;11969;11970;11971;11972;11973;11974	11969		
b0754	b0754	5	5	5		1	5	5	5	19.7	19.7	19.7	38.009	350	350	0	9.3944	0.63267	1.0267	10.713	5	0	Leave out requantified	519610	340110	179510				72	86;394;457;693;1277	True;True;True;True;True	87;398;461;699;1288	185;799;917;918;919;1346;2493	875;876;877;878;3693;4158;4159;4160;4161;4162;4163;4164;4165;4166;4167;4168;4169;4170;4171;4172;5900;5901;5902;5903;10543;10544	876;3693;4163;5902;10544		
b0755	b0755	9	9	9		1	9	9	9	45.2	45.2	45.2	28.556	250	250	0	64.925	0.52136	0.74677	18.107	14	0	Leave out requantified	980920	655030	325890				73	3;578;633;817;1136;1180;1765;1774;1957	True;True;True;True;True;True;True;True;True	3;582;638;823;1143;1188;1785;1794;1979	10;1138;1139;1140;1233;1234;1574;1575;2205;2206;2298;3487;3488;3489;3490;3491;3492;3493;3509;3857;3858	37;38;39;40;41;5058;5059;5060;5061;5062;5063;5064;5065;5066;5067;5068;5069;5070;5071;5072;5073;5074;5075;5076;5077;5078;5079;5080;5081;5082;5083;5084;5085;5086;5087;5088;5089;5090;5091;5470;5471;5472;5473;5474;6845;6846;6847;6848;6849;6850;6851;6852;6853;6854;6855;6856;6857;6858;6859;6860;6861;6862;6863;6864;6865;6866;6867;9453;9454;9455;9456;9457;9866;14623;14624;14625;14626;14627;14628;14629;14630;14631;14632;14633;14689;16303;16304;16305;16306;16307;16308;16309;16310;16311;16312;16313	39;5083;5472;6862;9455;9866;14627;14689;16304		
b0805	b0805	11	11	11		1	11	11	11	15.8	15.8	15.8	81.959	760	760	0	69.813	0.42607	0.41367	31.378	15	0	Leave out requantified	1473100	1032300	440790				74	282;337;349;523;598;741;1138;1461;1494;1599;1646	True;True;True;True;True;True;True;True;True;True;True	286;341;353;527;603;747;1145;1477;1510;1618;1665	590;684;685;699;700;701;702;1017;1176;1177;1424;2208;2209;2210;2856;2857;2913;3115;3116;3196;3197	2735;2736;2737;2738;3152;3153;3154;3155;3156;3157;3158;3159;3160;3161;3162;3163;3164;3165;3166;3167;3168;3169;3170;3171;3172;3211;3212;3213;3214;3215;3216;3217;3218;3219;3220;3221;3222;3223;3224;4530;5258;5259;5260;5261;5262;5263;5264;5265;5266;5267;5268;5269;5270;5271;5272;5273;5274;5275;5276;6228;6229;6230;6231;6232;6233;6234;6235;9459;9460;9461;9462;9463;9464;9465;9466;9467;9468;9469;9470;9471;9472;9473;9474;9475;9476;9477;9478;9479;9480;9481;9482;9483;9484;9485;9486;9487;9488;9489;9490;9491;9492;9493;9494;9495;9496;9497;9498;9499;9500;9501;9502;9503;9504;9505;9506;9507;9508;9509;9510;9511;9512;9513;9514;11955;11956;11957;11958;12199;12200;12201;12202;12203;13002;13003;13004;13005;13006;13007;13008;13009;13010;13011;13012;13013;13014;13015;13016;13017;13018;13019;13020;13021;13246;13247;13248;13249;13250;13251;13252;13253;13254;13255;13256;13257;13258;13259;13260;13261;13262;13263;13264;13265;13266;13267;13268;13269	2737;3154;3221;4530;5267;6233;9475;11957;12199;13019;13262		
b0811	b0811	6	6	6		1	6	6	6	35.1	35.1	35.1	27.19	248	248	0	24.879	0.58468	0.80979	8.8527	6	0	Leave out requantified	642600	406160	236440				75	34;102;455;1226;1358;1492	True;True;True;True;True;True	34;103;459;1234;1373;1508	70;71;212;915;2397;2656;2910	335;336;337;338;339;340;341;342;343;344;345;346;347;1038;1039;1040;1041;1042;4155;10236;10237;11182;12195;12196	340;1040;4155;10237;11182;12196		
b0814	b0814	4	4	4		1	4	4	4	24.6	24.6	24.6	18.602	171	171	0	10.616	0.36826	0.57831	7.3197	6	0	Leave out requantified	762460	560610	201860				76	568;906;1551;1552	True;True;True;True	572;913;1570;1571	1119;1120;1763;1764;3034;3035	4952;4953;4954;4955;4956;4957;4958;4959;4960;4961;4962;4963;4964;7793;7794;7795;7796;7797;7798;7799;12697;12698;12699;12700;12701;12702;12703;12704;12705;12706	4955;7795;12699;12704		
b0838	b0838	2	2	2		1	2	2	2	7.2	7.2	7.2	23.713	208	208	0	1.7679	0.79831	1.1057	1.8484	2	0	Median	58120	33089	25031				77	665;1265	True;True	671;1276	1295;2476	5704;5705;5706;10504	5705;10504		
b0882	b0882	2	2	2		1	2	2	2	2.8	2.8	2.8	84.206	758	758	0.0057803	1.6675	NaN	NaN	NaN	1	0	Median	31245	8395.1	22850				78	130;1678	True;True	131;1697	268;3277	1326;1327;1328;13691	1326;13691		
b0884	b0884	1	1	1		1	1	1	1	25	25	25	8.2495	72	72	0	1.8973	NaN	NaN	NaN	1	0	Median	212930	140940	71989				79	899	True	906	1748	7705;7706	7705		
b0888	b0888	2	2	2		1	2	2	2	7.5	7.5	7.5	34.623	321	321	0	1.8093	NaN	NaN	NaN	1	0	Median	53097	24017	29080				80	178;1927	True;True	181;1949	363;3816	1763;16103;16104;16105	1763;16104		
b0893	b0893	5	5	5		1	5	5	5	11.2	11.2	11.2	48.413	430	430	0	8.2771	2.0835	1.9853	9.7069	6	0	Leave out requantified	257050	106630	150420				81	49;398;624;1269;1794	True;True;True;True;True	49;402;629;1280;1814	90;91;805;1223;2483;3547;3548;3549;3550	424;425;426;427;428;3732;3733;5446;5447;10514;14851;14852;14853;14854;14855;14856;14857;14858;14859;14860;14861;14862;14863;14864;14865;14866;14867;14868;14869;14870;14871	425;3732;5447;10514;14852		
b0903;b3114	b0903	28;3	28;3	28;3		2	28	28	28	43	43	43	85.356	760	760;764	0	265.31	0.60571	0.90824	92.11	58	0	Leave out requantified	12025000	8938200	3087100				82	73;135;265;293;474;475;609;622;623;943;958;959;1037;1160;1174;1243;1412;1428;1473;1495;1617;1619;1644;1667;1704;1715;1942;1943	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	74;136;269;297;478;479;614;627;628;950;965;966;1044;1168;1182;1251;1428;1444;1489;1511;1636;1638;1663;1686;1723;1724;1735;1964;1965	147;274;275;276;277;278;279;280;564;565;566;567;568;606;941;942;1199;1200;1201;1202;1203;1204;1205;1218;1219;1220;1221;1222;1823;1824;1825;1826;1827;1828;1829;1857;1858;1859;1860;1861;1862;1863;1864;2013;2014;2015;2016;2017;2018;2019;2258;2279;2280;2281;2282;2423;2424;2425;2426;2427;2428;2429;2430;2431;2744;2745;2746;2747;2775;2776;2880;2881;2882;2883;2914;2915;2916;2917;2918;2919;2920;3144;3145;3146;3148;3149;3150;3151;3152;3153;3154;3155;3192;3193;3194;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3323;3324;3325;3326;3327;3328;3329;3330;3331;3332;3387;3388;3389;3390;3391;3392;3393;3394;3395;3396;3397;3398;3399;3835;3836;3837	664;665;666;667;1339;1340;1341;1342;1343;1344;1345;1346;1347;1348;1349;1350;1351;1352;1353;1354;1355;1356;1357;1358;1359;1360;1361;1362;1363;1364;1365;1366;1367;1368;1369;1370;1371;1372;1373;1374;1375;1376;1377;1378;1379;1380;1381;1382;1383;1384;1385;1386;1387;1388;1389;1390;1391;1392;1393;1394;1395;1396;1397;1398;1399;1400;1401;1402;1403;1404;1405;1406;1407;1408;1409;1410;1411;1412;1413;1414;1415;1416;1417;1418;1419;1420;1421;1422;1423;1424;2659;2660;2661;2662;2663;2664;2665;2666;2667;2668;2669;2670;2671;2672;2673;2674;2675;2676;2807;2808;4270;4271;4272;4273;4274;4275;4276;4277;4278;4279;4280;4281;5357;5358;5359;5360;5361;5362;5363;5364;5365;5366;5367;5368;5369;5370;5371;5372;5373;5374;5375;5376;5377;5378;5379;5418;5419;5420;5421;5422;5423;5424;5425;5426;5427;5428;5429;5430;5431;5432;5433;5434;5435;5436;5437;5438;5439;5440;5441;5442;5443;5444;5445;8037;8038;8039;8040;8041;8042;8043;8044;8045;8046;8047;8048;8049;8050;8051;8052;8053;8054;8055;8056;8057;8058;8059;8060;8061;8062;8063;8064;8142;8143;8144;8145;8146;8147;8148;8149;8150;8151;8152;8153;8154;8155;8156;8157;8158;8159;8160;8161;8162;8163;8164;8165;8166;8167;8678;8679;8680;8681;8682;8683;8684;8685;8686;8687;8688;8689;8690;8691;8692;8693;8694;8695;8696;8697;8698;8699;8700;8701;8702;8703;8704;8705;8706;8707;8708;8709;8710;9694;9778;9779;9780;9781;10331;10332;10333;10334;10335;10336;10337;10338;10339;10340;10341;10342;10343;10344;10345;10346;10347;10348;10349;10350;10351;10352;10353;10354;10355;10356;10357;10358;10359;10360;10361;10362;10363;10364;10365;10366;10367;10368;11479;11480;11481;11482;11483;11484;11485;11486;11487;11488;11629;11630;11631;11632;11633;11634;11635;11636;12084;12085;12086;12087;12088;12089;12090;12091;12092;12093;12204;12205;12206;12207;12208;12209;12210;12211;12212;12213;12214;12215;12216;12217;12218;12219;12220;12221;12222;12223;12224;12225;12226;12227;12228;12229;13080;13081;13082;13083;13084;13085;13086;13087;13088;13090;13091;13092;13093;13094;13095;13096;13097;13098;13099;13100;13101;13102;13103;13104;13105;13106;13107;13108;13109;13110;13111;13112;13113;13114;13235;13236;13237;13238;13239;13240;13241;13242;13365;13366;13367;13368;13369;13370;13371;13372;13373;13374;13375;13376;13377;13378;13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;13393;13394;13395;13396;13397;13398;13399;13400;13401;13402;13403;13404;13405;13406;13407;13408;13409;13410;13411;13412;13413;13414;13415;13416;13417;13418;13419;13420;13421;13422;13423;13424;13425;13426;13427;13428;13429;13430;13431;13432;13433;13434;13435;13436;13437;13438;13439;13440;13441;13442;13443;13444;13445;13446;13447;13448;13449;13450;13451;13452;13453;13454;13455;13456;13457;13458;13459;13460;13461;13462;13463;13464;13828;13829;13830;13831;13832;13833;13834;13835;13836;13837;13838;13839;13840;13841;13842;13843;13844;13845;13846;13847;13848;13849;13850;13851;13852;13853;13854;13855;13856;13857;13858;13859;13860;13861;13862;13863;13864;13865;13866;13867;13868;13869;13870;13871;13872;13873;13874;13875;13876;14181;14182;14183;14184;14185;14186;14187;14188;14189;14190;14191;14192;14193;14194;14195;14196;14197;14198;14199;14200;14201;14202;14203;14204;14205;14206;14207;14208;14209;14210;14211;14212;14213;14214;14215;14216;14217;14218;14219;14220;14221;14222;14223;14224;14225;14226;14227;14228;14229;14230;14231;14232;14233;14234;14235;14236;14237;14238;14239;14240;14241;14242;16202;16203;16204;16205;16206;16207	665;1342;2662;2808;4271;4280;5359;5420;5431;8053;8144;8158;8681;9694;9779;10359;11484;11629;12092;12219;13083;13104;13240;13435;13830;14217;16202;16206	4	194
